distrct_no,brig_no,brig_name,short_name,grp_name
14,14125,Diggers Rest,DIGG,Mount Cottrell
14,14133,Doreen,DORE,Whittlesea/D.Valley
14,14135,Eltham,EHAM,Nillumbik
14,14151,Eynesbury,EYNE,Mount Cottrell
14,14198,Hurstbridge,HURS,Nillumbik
14,14206,Kalkallo,KAKA,Hume
14,14210,Kangaroo Ground,KANG,Nillumbik
14,14249,Melton,MTON,Mount Cottrell
14,14285,North Warrandyte,WANT,Nillumbik
14,14305,Panton Hill,PANT,Nillumbik
14,14315,Point Cook,PTCO,Mount Cottrell
14,14333,Research,RESE,Nillumbik
14,14346,Rockbank,ROCK,Mount Cottrell
14,14370,South Morang,STHM,Whittlesea/D.Valley
14,14375,St Andrews,STAN,Nillumbik
14,14389,Sunbury,SNBY,Hume
14,14419,Toolern Vale,TOOL,Mount Cottrell
14,14427,Truganina,TRUG,Mount Cottrell
14,14438,Wattle Glen,WATT,Nillumbik
14,14443,Werribee,WBEE,Mount Cottrell
14,14478,Whittlesea,WHIT,Whittlesea/D.Valley
14,14494,Wollert & District,WOLL,Hume
14,14520,Wyndham Vale,WYDV,Mount Cottrell
14,14524,Yarrambat,YARR,Whittlesea/D.Valley
14,14532,Mernda,MERN,Whittlesea/D.Valley
14,14559,Wildwood,WILD,Hume
14,14567,Hoppers Crossing,HOPP,Mount Cottrell
14,14575,Craigieburn,CBRN,Hume
14,14583,Bulla,BULL,Hume
14,14591,Epping,EPPI,Hume
14,14605,Greenvale,GREE,Hume
14,14613,Plenty,PLEN,Whittlesea/D.Valley
15,15008,Ascot & District,ASCO,Ballarat
15,15010,Bacchus Marsh,BMSH,Pentland
15,15016,Ballan,BALA,Ballan
15,15030,Balliang & District,BALL,Pentland
15,15032,Blackwood,BLAC,Ballan
15,15059,Bungaree,BREE,Buninyong
15,15068,Buninyong-Mt Helen,BUNI,Eureka
15,15075,Burrumbeet,BURR,Ballarat
15,15105,Campbelltown,CTWN,Birch
15,15113,Cape Clear,CAPE,Grenville
15,15121,Cardigan & Windermere,CWIN,Ballarat
15,15172,Clunes,CLUN,Birch
15,15185,Coimadai,COIM,Pentland
15,15199,Creswick,CWIC,Birch
15,15202,Daylesford,DAYL,Glenlyon
15,15229,Ullina,ULLI,Birch
15,15237,Elaine,ELAI,Buninyong
15,15245,Franklinford,FFRD,Glenlyon
15,15253,Glendaruel & Mt Beckworth,GMTB,Ballarat
15,15261,Glenlyon,GLYN,Glenlyon
15,15288,Glen Park,GLPK,Birch
15,15296,Gordon,GORD,Ballan
15,15318,Greendale,GRED,Ballan
15,15326,Hardies Hill,HARD,Buninyong
15,15342,Hepburn,HBRN,Glenlyon
15,15350,Invermay,IMAY,Ballarat
15,15369,Kingston,KSTN,Birch
15,15385,Kooroocheang Werona,KONA,Birch
15,15415,Learmonth-Addington,LEAR,Ballarat
15,15423,Leonards Hill & District,LHIL,Glenlyon
15,15458,Linton,LINT,Grenville
15,15474,Mannibadar,MDAR,Grenville
15,15490,Millbrook,MBOK,Ballan
15,15504,Miners Rest,MRST,Ballarat
15,15512,Mollongghip,MOLL,Birch
15,15539,Morrisons & District,MORR,Ballan
15,15547,Mt Buninyong,MTBU,Buninyong
15,15563,Mt Egerton,MEGE,Ballan
15,15571,Mt Wallace,MTWA,Ballan
15,15598,Musk,MUSK,Glenlyon
15,15599,Myrniong,MYRN,Pentland
15,15601,Napoleons-Enfield,NAPO,Buninyong
15,15628,Newlyn Dean,NEWL,Birch
15,15647,Parwan,PARW,Pentland
15,15660,Porcupine Ridge,PORC,Glenlyon
15,15679,Rokewood Junction & Dist,ROJU,Grenville
15,15680,Rowsley,ROWS,Pentland
15,15695,Smeaton,SMET,Birch
15,15697,Smythesdale,SMYT,Grenville
15,15733,Trentham,TREN,Glenlyon
15,15776,Wallace,WALA,Ballan
15,15784,Wallinduc & District,WDUC,Grenville
15,15806,Haddon,HADD,Grenville
15,15830,Mt Warrenheip,MWAR,Buninyong
15,15849,Wendouree,WENO,Eureka
15,15857,Waubra,WBRA,Ballarat
15,15865,Ballarat,BARA,Eureka
15,15873,Sebastopol,SEBA,Eureka
15,15881,Ballarat City,BRAT,Eureka
16,16004,Amphitheatre,AMPH,Pyrenees
16,16015,Ararat,ARAU,Ararat
16,16047,Barkly & Frenchman's,BARK,Pyrenees
16,16055,Beaufort,BEAF,Beaufort
16,16068,Beazley's Bridge,BEAZ,St Arnaud
16,16071,Bornes Hill,BORN,Westmere
16,16098,Brewster,BREW,Beaufort
16,16101,Buangor & Middle Creek,BMCK,Ararat
16,16128,Burnbank,BUBK,Pyrenees
16,16132,Carapooee,CARA,St Arnaud
16,16136,Callawadda,CALL,Stawell
16,16144,Carranballac,CLAC,Westmere
16,16150,Chatsworth,CHAT,Westmere
16,16156,Avoca,AVOU,Pyrenees
16,16158,Coonooer Bridge,CBRG,St Arnaud
16,16160,Cross Roads,CRRO,Beaufort
16,16179,Crowlands,CROW,Pyrenees
16,16187,Dadswells Bridge,DADS,Stawell
16,16193,Dundonnell,DUND,Westmere
16,16195,Elmhurst,ELMU,Pyrenees
16,16209,Halls Gap,HGAP,Stawell
16,16217,Glenorchy & Riachella,GLRI,Stawell
16,16219,Gooroc,GROC,St Arnaud
16,16225,Great Western,GRRN,Ararat
16,16227,Gre Gre Village,GREG,St Arnaud
16,16233,Joel Joel,JOEL,Stawell
16,16236,Kooreh,KOOR,St Arnaud
16,16241,Lake Bolac,LBOL,Westmere
16,16268,Lake Goldsmith-Stockyard,LGLD,Beaufort
16,16276,Landsborough,LAND,Pyrenees
16,16284,Langi Kal Kal,LKKL,Beaufort
16,16292,Langi Logan,LLOG,Ararat
16,16306,Lexton,LEXT,Pyrenees
16,16314,Marnoo,MARN,Stawell
16,16322,Maroona,MARO,Westmere
16,16330,Mininera,MINN,Westmere
16,16349,Moyston,MOYS,Ararat
16,16357,Navarre,NAVA,Pyrenees
16,16365,Pomonal,POMO,Ararat
16,16373,Raglan,RAGL,Beaufort
16,16381,Redbank,REDB,Pyrenees
16,16385,Rich Avon,RICH,St Arnaud
16,16400,St Arnaud,STAR,St Arnaud
16,16403,Skipton,SKIP,Beaufort
16,16407,Slaty Creek,SLAT,St Arnaud
16,16411,Snake Valley & District,SNAK,Beaufort
16,16444,Stawell,SWEU,Stawell
16,16454,Stoneleigh,SLEE,Westmere
16,16462,Streatham,SHAM,Westmere
16,16465,Stuart Mill,SMIL,St Arnaud
16,16470,Tatyoon,TATY,Westmere
16,16479,Traynor's Lagoon,TRAY,St Arnaud
16,16489,Wallaloo East,WLOO,Stawell
16,16497,Warrak,WRAK,Ararat
16,16500,Warrenmang & District,WARD,Pyrenees
16,16527,Westmere,WMER,Westmere
16,16533,Narrapumelap South,NPUM,Westmere
16,16535,Wickliffe,WICK,Westmere
16,16541,Nerrin Nerrin,NENE,Westmere
16,16551,Willaura,WURR,Westmere
16,16578,Yalla Y Poora,YAPO,Westmere
16,16673,Pura Pura,PURA,Westmere
16,16916,Woorndoo,WNDO,Westmere
17,17019,Apsley,APSL,Apsley
17,17027,Areegra,AREE,Warracknabeal
17,17035,Bangerang,BANG,Warracknabeal
17,17043,Benayeo,BYEO,Apsley
17,17051,Boolite,BLTE,Warracknabeal
17,17078,Brim,BRIM,Warracknabeal
17,17086,Brimpaen,BPEN,Grampians
17,17094,Bringalbert South,BSTH,Apsley
17,17108,Broughton,BROU,Lowan
17,17116,Cannum,CNUM,Warracknabeal
17,17124,Charam,CHAR,Edenhope
17,17132,Clear Lake,CLLK,Jilpanger
17,17140,Connewirricoo,CCOO,Jilpanger
17,17153,Chetwynd,CHET,Jilpanger
17,17159,Coromby,CMBY,Dunmunkle
17,17167,Crymelon,CRYM,Warracknabeal
17,17170,Dergholm,DERG,Apsley
17,17175,Detpa & Lake Hindmarsh,DETP,Ebenezer
17,17183,Diapur,DAIP,Lowan
17,17191,Dimboola,DIMB,Ebenezer
17,17213,Dinyarrak,DINY,Kaniva
17,17221,Dooen,DOOE,Horsham
17,17248,Douglas,DOUG,Jilpanger
17,17264,Edenhope,EHPE,Edenhope
17,17280,Gerang,GERA,Ebenezer
17,17299,Goroke,GORO,Goroke
17,17302,Green Lake,GLAK,Grampians
17,17310,Gymbowen,GYNB,Goroke
17,17329,Harrow,HROW,Jilpanger
17,17337,Horsham,HORS,Horsham
17,17345,Jeparit,JEPA,Ebenezer
17,17353,Jung,JUNG,Horsham
17,17361,Kadnook,KADN,Edenhope
17,17388,Kaniva,KANI,Kaniva
17,17396,Karnak,KARN,Goroke
17,17418,Kellalac,KELL,Warracknabeal
17,17426,Kenmare,KENM,Rainbow
17,17434,Lah,LAHB,Warracknabeal
17,17442,Laharum,LAHA,Grampians
17,17450,Langkoop,LKOP,Apsley
17,17469,Lawloit,LAWL,Kaniva
17,17477,Leeor,LEEO,Kaniva
17,17485,Lorquon,LORQ,Lowan
17,17493,Lubeck,LUBE,Dunmunkle
17,17507,Grass Flat,GFLT,Natimuk
17,17515,Miga Lake,MIGA,Jilpanger
17,17523,Mitre,MITR,Natimuk
17,17531,Minimay,MINI,Goroke
17,17560,Minyip,MINU,Dunmunkle
17,17575,Murtoa,MTOU,Dunmunkle
17,17600,Natimuk,NATI,Natimuk
17,17612,Netherby,NEBY,Lowan
17,17620,Neuarpurr,NEUA,Goroke
17,17639,Nhill,NHIL,Lowan
17,17647,Noradjuha,NORA,Natimuk
17,17655,North Wimmera,NWIM,Warracknabeal
17,17663,Patyah,PATY,Edenhope
17,17671,Peronne,PERO,Goroke
17,17698,Pigick,PIGI,Rainbow
17,17701,Pimpinio,PIMP,Horsham
17,17705,Poolaijelo,POOL,Apsley
17,17728,Propodollah,PROP,Lowan
17,17735,Rainbow,RAIU,Rainbow
17,17754,Rupanyup,RUPR,Dunmunkle
17,17779,Sandsmere,SMER,Kaniva
17,17787,Sheep Hills,SHLS,Warracknabeal
17,17795,South Lillimur,SLIL,Kaniva
17,17809,Tarranyurk,TARR,Ebenezer
17,17817,Telangatuk,TELA,Jilpanger
17,17825,Telopea Downs,TELO,Kaniva
17,17833,Toolondo,TLOD,Jilpanger
17,17841,Ullswater,ULLS,Edenhope
17,17868,Vectis,VECT,Horsham
17,17876,Warracknabeal,WBEL,Warracknabeal
17,17884,Werrap,WRAP,Rainbow
17,17892,Wilkur South,WILK,Warracknabeal
17,17906,Willenabrina,WRIN,Warracknabeal
17,17914,Winiam & District,WINI,Lowan
17,17922,Wonwondah,WDAH,Grampians
17,17930,Woorak,WOOR,Lowan
17,17949,Yanac,YANA,Lowan
17,17957,Yearinga - Yarrock,YEYA,Kaniva
17,17965,Antwerp,ANTW,Ebenezer
17,17973,Ozenkadnook,OZEN,Goroke
18,18007,Annuello,ANNU,Robinvale and District
18,18011,Berriwillock,BLCK,Tyrrell
18,18023,Beulah,BEUL,Southern Mallee
18,18025,Beverford & District,BEVE,Mid Murray
18,18028,Birchip,BIRC,Buloke West
18,18031,Boundary Bend,BBND,Robinvale and District
18,18034,Buckrabanyule,BYUL,Charlton
18,18058,Carwarp,CWRP,Sunraysia
18,18060,Charlton,CTON,Charlton
18,18074,Chinkapook,CHIN,Robinvale and District
18,18076,Cope Cope,COPE,Buloke West
18,18078,Corack,CRCK,Buloke West
18,18080,Corack East,CEST,Buloke West
18,18082,Cowangie,COWA,Murrayville and Border
18,18083,Culgoa,CULG,Tyrrell
18,18084,Curyo,CURY,Buloke West
18,18086,Donald,DONA,Buloke West
18,18088,Dumosa,DUMO,Tyrrell
18,18089,Glenloth East,GLET,Charlton
18,18090,Goschen,GOSC,Mid Murray
18,18110,Hopetoun,HOPU,Southern Mallee
18,18120,Hopetoun West,HWES,Southern Mallee
18,18139,Irymple,IRYM,Sunraysia
18,18140,Jeffcott,JEFF,Buloke West
18,18147,Kooloonong,KOOL,Robinvale and District
18,18155,Lake Boga,LBOG,Mid Murray
18,18157,Laen East,LAEN,Buloke West
18,18171,Lascelles,LASC,Southern Mallee
18,18175,Litchfield,LITC,Buloke West
18,18198,Manangatang,MANA,Robinvale and District
18,18201,Merbein,MERB,Sunraysia
18,18230,Meringur & District,MERI,Sunraysia
18,18236,Mildura,MILD,Sunraysia
18,18244,Mittyack,MYAK,Ouyen and District
18,18256,Murrayville,MUVU,Murrayville and Border
18,18279,Nangiloc,NANG,Sunraysia
18,18281,Narraport,NPRT,Tyrrell
18,18287,Natya,NATY,Mid Murray
18,18292,Nullawil,NWIL,Tyrrell
18,18297,Nyah Nyah West,NWST,Mid Murray
18,18320,Ouyen,OUYU,Ouyen and District
18,18333,Patchewollock,PATC,Southern Mallee
18,18341,Piangil,PIAN,Mid Murray
18,18365,Reedy Dam,REED,Buloke West
18,18368,Red Cliffs,REDC,Sunraysia
18,18376,Robinvale,ROBI,Robinvale and District
18,18384,Rosebery,RBRY,Southern Mallee
18,18388,Sea Lake,SLKU,Tyrrell
18,18392,Speed,SPED,Ouyen and District
18,18417,Swan Hill,SWAU,Mid Murray
18,18420,Teddywaddy,TEDY,Charlton
18,18422,Tempy,TEMP,Ouyen and District
18,18430,Turriff,TURR,Ouyen and District
18,18449,Ultima,ULTI,Mid Murray
18,18457,Underbool,UNBL,Ouyen and District
18,18465,Waitchie,WAIT,Mid Murray
18,18473,Walpeup,WAUP,Ouyen and District
18,18474,Warmur,WARM,Buloke West
18,18475,Watchem,WATC,Buloke West
18,18476,Wemen,WEME,Robinvale and District
18,18477,Watchupga,WAGU,Buloke West
18,18511,Woomelang,WOOM,Southern Mallee
18,18538,Woorinen South,WNEN,Mid Murray
18,18539,Wooroonook,WNOK,Charlton
18,18540,Wycheproof,WYCH,Tyrrell
18,18542,Wycheproof South,WYSH,Tyrrell
18,18546,Yaapeet,YAAP,Southern Mallee
18,18548,Yeungroon,YRON,Charlton
18,18554,Nandaly,NAND,Tyrrell
20,20001,Appin South,APSH,Gannawarra
20,20028,Bamawm Extension,BEXT,Northern Campaspe
20,20040,Barraport-Gredgwin,BAGR,Terrick
20,20044,Beauchamp,BEAU,Gannawarra
20,20049,Berrimal,BERR,Wedderburn
20,20087,Lockington,LTON,Northern Campaspe
20,20095,Boort,BORT,Terrick
20,20111,Bridgewater,BRIU,Loddon South
20,20125,Rochester,ROER,Northern Campaspe
20,20130,Campbells Forest,CFRT,Loddon South
20,20168,Cohuna,COHU,Gannawarra
20,20170,Colbinabbin,CBIN,Waranga
20,20200,Corop,CORP,Waranga
20,20202,Corop West,COWT,Waranga
20,20218,Dingee-Tandarra,DING,Terrick
20,20235,Echuca,ECHU,Deakin
20,20238,Echuca Village,EVIL,Deakin
20,20253,Fentons Creek,FENT,Wedderburn
20,20255,Girgarre,GIRG,Deakin
20,20265,Gunbower,GUNB,Northern Campaspe
20,20270,Inglewood,INGL,Loddon South
20,20272,Jarklin,JARK,Terrick
20,20281,Kerang,KERA,Gannawarra
20,20311,Koondrook,KORK,Gannawarra
20,20330,Korong Vale,KVAL,Wedderburn
20,20338,Kotta,KOTT,Northern Campaspe
20,20340,Kyabram,KYAB,Deakin
20,20354,Lake Charm,LCHR,Gannawarra
20,20362,Lalbert,LALB,Gannawarra
20,20370,Leitchville,LVIL,Gannawarra
20,20400,Loddon Vale,LODD,Terrick
20,20419,Macorna,MACO,Gannawarra
20,20427,Meering West,MWST,Gannawarra
20,20433,Mitiamo,MITI,Terrick
20,20435,Murrabit,MURR,Gannawarra
20,20438,Murphy's Creek,MCRK,Loddon South
20,20440,Mysia,MYSI,Wedderburn
20,20455,Newbridge,NBRG,Loddon South
20,20494,Pine Grove,PINE,Northern Campaspe
20,20501,Powlett-Salisbury,POWL,Loddon South
20,20512,Pyramid Hill,PYRU,Terrick
20,20532,Quambatook,QUAM,Gannawarra
20,20545,Rheola,RHEO,Loddon South
20,20569,Rushworth,RUSH,Waranga
20,20575,Sandhill Lake & District,SHIL,Gannawarra
20,20598,Serpentine,SERP,Terrick
20,20599,Stanhope,STPE,Waranga
20,20600,Tarnagulla,TARN,Loddon South
20,20613,Tennyson,TENN,Northern Campaspe
20,20617,Timmering,TIMM,Deakin
20,20619,Tongala,TGAL,Deakin
20,20620,Toolleen,TLEN,Waranga
20,20621,Torrumbarry,TBRY,Northern Campaspe
20,20675,Wedderburn,WEDR,Wedderburn
20,20678,Woodstock West,WSTO,Loddon South
20,20683,Woosang,WSNG,Wedderburn
20,20704,Wychitella,WTEL,Wedderburn
20,20706,Wyuna,WYUN,Deakin
20,20708,Yambuna,YBUN,Deakin
20,20710,Yando,YAND,Terrick
20,20729,Yarrawalla,YWAL,Terrick
22,22004,Almonds,ALMO,Tungamah
22,22012,Arcadia,ARCA,Cogs
22,22014,Avenel,AVEN,Tabilk
22,22020,Bailieston,BAIL,Tabilk
22,22039,Balmattum,BALM,Violet Town
22,22055,Boho,BOHO,Violet Town
22,22063,Branjee,BRAN,Euroa
22,22065,Bundalong,BUND,Yarrawonga
22,22068,Burramine,BMIN,Yarrawonga
22,22071,Caniambo,CANI,Cogs
22,22098,Cobram,COBR,Tungamah
22,22101,Cobram East & Boosey,BOOS,Tungamah
22,22136,Cooma,COOM,Cogs
22,22160,Cosgrove & Pine Lodge,COSG,Cogs
22,22179,Creightons Creek,CCRK,Euroa
22,22209,Dookie,DOOK,Cogs
22,22217,Currawa,CURR,Cogs
22,22225,Drumanure,DRUM,Moira West
22,22233,Earlston,EARL,Violet Town
22,22241,Euroa,EURO,Euroa
22,22276,Gooram,GRAM,Euroa
22,22292,Kaarimba,KAAR,Moira West
22,22306,Karramomus,KARR,Cogs
22,22314,Katamatite,KATA,Tungamah
22,22322,Katandra,KDRA,Cogs
22,22330,Katunga,KATU,Moira West
22,22349,Kelvin View,KELV,Euroa
22,22357,Kialla & District,KIAL,Cogs
22,22365,Koonda,KOON,Violet Town
22,22373,Kotupna,KOTU,Moira West
22,22403,Locksley,LLEY,Euroa
22,22411,Longwood,LOWD,Euroa
22,22438,Marraweeny,MARR,Euroa
22,22446,Merrigum,MGUM,Cogs
22,22462,Miepoll,MIEP,Euroa
22,22470,Molka,MOLK,Euroa
22,22497,Moorilim,MLIM,Cogs
22,22500,Muckatah,MUCK,Tungamah
22,22519,Mooroopna,MPNA,Cogs
22,22527,Murchison,MURC,Cogs
22,22545,Nagambie,NAGU,Tabilk
22,22578,Naring,NRNG,Moira West
22,22586,Nathalia,NATH,Moira West
22,22594,Nw Mooroopna,NWMO,Cogs
22,22600,Peechelba,PECH,Yarrawonga
22,22608,Numurkah,NKAH,Moira West
22,22624,Picola,PICO,Moira West
22,22632,Rigg's Creek,RIGG,Euroa
22,22640,Ruffy,RUFF,Euroa
22,22667,St James & District,SJAM,Tungamah
22,22675,Shean's Creek,SHEK,Euroa
22,22683,Shepparton,SHEP,Cogs
22,22691,Tallygaroopna,TGNA,Cogs
22,22713,Strathbogie,SBOG,Euroa
22,22721,Strathmerton,STRN,Moira West
22,22748,Tatura,TATU,Cogs
22,22799,Toolamba,TOBA,Cogs
22,22810,Tungamah,TUNG,Tungamah
22,22837,Undera,UNDE,Cogs
22,22840,Upton Hill,UPTO,Euroa
22,22853,Violet Town,VTWN,Violet Town
22,22861,Waaia,WAAI,Moira West
22,22865,Wahring,WAHR,Tabilk
22,22870,Wilby,WILB,Yarrawonga
22,22888,Wirrate,WIRR,Tabilk
22,22918,Yabba North,YABN,Tungamah
22,22926,Yalca & Yielima,YALC,Moira West
22,22940,Yarrawonga,YWOU,Yarrawonga
22,22942,Yarroweyah,YYAH,Moira West
22,22950,Shepparton East,SEST,Cogs
22,22977,Wunghnu,WHNU,Moira West
22,22985,Barmah,BARM,Moira West
23,23019,Barjarg,BARJ,Mansfield
23,23027,Benalla,BENU,Benalla
23,23043,Bobinawarrah,BOBI,Moyhu
23,23051,Bonnie Doon,BONN,Mansfield
23,23078,Boorhaman,BMAN,Wangaratta
23,23086,Booroolite & District,BDIS,Mansfield
23,23094,Boweya,BOYA,Benalla
23,23096,Bowman-Murmungee,BOWM,Wangaratta
23,23108,Bowser,BOWS,Wangaratta
23,23132,Carboor,CBOR,Moyhu
23,23159,Cheshunt,CHNT,Moyhu
23,23167,Chesney Vale,CHES,Benalla
23,23183,Devenish,DEVE,Benalla
23,23191,Edi,EDII,Moyhu
23,23205,Eldorado,ELDO,Wangaratta
23,23213,Everton,EVER,Wangaratta
23,23221,Glenrowan,GRWN,Wangaratta
23,23248,Glenroy & Merrijig,GMER,Mansfield
23,23256,Goomalibee & Upotipotpon,GOUP,Benalla
23,23268,Goorambat Stewarton,GBST,Benalla
23,23272,Greta,GRET,Wangaratta
23,23280,Goughs Bay - Howes Creek,GBAY,Mansfield
23,23299,Jamieson,JAMI,Mansfield
23,23302,Killawarra,KWRA,Wangaratta
23,23310,Laceby West,LACE,Wangaratta
23,23329,Lima South,LIMA,Benalla
23,23337,Lurg,LURG,Benalla
23,23345,Maindample,MPLE,Mansfield
23,23353,Mansfield,MANU,Mansfield
23,23388,Merton,MERT,Mansfield
23,23396,Milawa,MILW,Moyhu
23,23418,Molyullah,MOLY,Benalla
23,23426,Moyhu,MOYH,Moyhu
23,23430,Mt Buller,MBUL,Mansfield
23,23434,Myrrhee,MYRH,Moyhu
23,23450,Oxley,OXLE,Wangaratta
23,23469,Oxley Flats,OXFT,Wangaratta
23,23507,Samaria,SAMA,Benalla
23,23515,South Wangaratta,SRAT,Wangaratta
23,23523,Springhurst,SHRT,Wangaratta
23,23558,Swanpool,SPOL,Benalla
23,23566,Taminick & North Winton,TANW,Benalla
23,23574,Tarrawingee & District,TADI,Wangaratta
23,23582,Tatong,TATO,Benalla
23,23590,Thoona,THNA,Benalla
23,23604,Tolmie & District,TOLM,Mansfield
23,23620,Wangaratta,WRAT,Wangaratta
23,23639,Wangaratta North,WNTH,Wangaratta
23,23647,Warrenbayne,WBYN,Benalla
23,23655,Whitegate,WGAT,Benalla
23,23663,Whitfield & District,WDIS,Moyhu
23,23673,Whorouly,WHOR,Moyhu
23,23701,Winton,WINT,Benalla
23,23728,Woods Point,WPNT,Mansfield
23,23752,Baddaginnie,BADD,Benalla
24,24007,Allans Flat,AFLT,Bogong
24,24015,Baranduda,BDUD,Wodonga
24,24023,Barnawartha,BAWA,Rutherglen
24,24031,Beechworth,BECU,Bogong
24,24058,Beechworth,BECU,Bogong
24,24066,Berringama,BGAM,Corryong
24,24074,Bethanga,BETH,Tallangatta
24,24082,Biggara,BIGG,Corryong
24,24090,Bonegilla,BONA,Wodonga
24,24112,Bright,BRIG,Ovens Valley
24,24120,Browns Plains,BPLN,Rutherglen
24,24139,Buffalo River,BUFR,Ovens Valley
24,24147,Bullioh,BIOH,Tallangatta
24,24155,Burrowye,BWYE,Corryong
24,24157,Carlyle,CYLE,Rutherglen
24,24170,Chiltern,CHIU,Rutherglen
24,24180,Cornishtown,CORT,Rutherglen
24,24205,Corryong,CONU,Corryong
24,24228,Cudgewa,CUWA,Corryong
24,24236,Dederang,DEDE,Bogong
24,24244,Eskdale,ESKD,Tallangatta
24,24252,Gapsted,GAPS,Ovens Valley
24,24260,Granya,GYRA,Tallangatta
24,24279,Gundowring,GUND,Bogong
24,24287,Harrietville,HARV,Ovens Valley
24,24295,Indigo Valley,INDI,Rutherglen
24,24309,Kergunyah,KERG,Bogong
24,24317,Kiewa,KIEW,Bogong
24,24325,Leneva,LEVA,Wodonga
24,24333,Mitta Mitta,MITT,Tallangatta
24,24341,Mt Beauty,MBTY,Bogong
24,24349,Mt Hotham - Dinner Plain,MHDP,Ovens Valley
24,24368,Mudgegonga,MUDG,Ovens Valley
24,24380,Myrtleford,MYRU,Ovens Valley
24,24392,Nariel Valley,NARI,Corryong
24,24406,Noorongong,NONG,Tallangatta
24,24407,Norong,NORO,Rutherglen
24,24408,Old Tallangatta,TALR,Tallangatta
24,24414,Porepunkah,PORE,Ovens Valley
24,24422,Rosewhite,RWHT,Ovens Valley
24,24426,Rutherglen,RUTR,Rutherglen
24,24430,Sandy Creek & Charleroi,SCRK,Bogong
24,24457,Talgarno,TALG,Tallangatta
24,24466,Tallangatta,TALU,Tallangatta
24,24481,Tallangatta Valley,TVLY,Tallangatta
24,24503,Tawonga,TAWO,Bogong
24,24511,Tintaldra,TINT,Corryong
24,24542,Wahgunyah,WAHG,Rutherglen
24,24546,Walwa,WALW,Corryong
24,24562,Wodonga,WODO,Wodonga
24,24570,Wodonga West,WWST,Wodonga
24,24589,Wooragee,WGEE,Bogong
24,24600,Yackandandah,YACR,Bogong
24,24627,Dartmouth,DMTH,Tallangatta
24,24635,Ovens-Eurobin,OEUR,Ovens Valley
24,24929,Stanley,SLEY,Bogong
24,24950,Falls Creek,FCRK,Bogong
27,27081,Boolarra,BOOL,Merton
27,27111,Callignee,CNEE,Hyland
27,27197,Driffield,DRIF,Merton
27,27200,Flynn,FLNN,Hyland
27,27230,Glengarry,GGRY,Hyland
27,27318,Moe,MOEE,Merton
27,27334,Newborough,NEWB,Merton
27,27375,Maryvale,MVAL,Hyland
27,27405,Morwell,MORW,Merton
27,27464,Hazelwood North,HWOD,Merton
27,27512,Yallourn North,YALN,Merton
27,27563,Tanjil,TANJ,Merton
27,27571,Moe South,MSTH,Merton
27,27596,Toongabbie,TBIE,Hyland
27,27618,Traralgon,TRAR,Hyland
27,27626,Traralgon South,TRAS,Hyland
27,27634,Traralgon East,TRAE,Hyland
27,27642,Traralgon West,TRAW,Hyland
27,27650,Tyers,TYER,Hyland
27,27774,Yinnar,YINN,Merton
27,27782,Yinnar South,YINS,Merton
27,27790,Churchill,CHUR,Merton
